cell_name,drug_name,IC50,test_pred
SK-BR-3,17-AAG,-3.308961049,0.923679292
SK-BR-3,AEW541,2.079441542,3.543659449
SK-BR-3,AZD0530,2.079441542,4.000550747
SK-BR-3,AZD6244,2.079441542,4.952570438
SK-BR-3,Erlotinib,2.079441542,3.600082159
SK-BR-3,Irinotecan,-2.715872929,2.572732925
SK-BR-3,L-685458,2.079441542,3.649220705
SK-BR-3,Lapatinib,-1.627643452,3.618665695
SK-BR-3,LBW242,2.079441542,4.818277359
SK-BR-3,Nilotinib,2.079441542,3.130068064
SK-BR-3,Nutlin-3,2.079441542,4.745207787
SK-BR-3,Paclitaxel,-4.504016477,-2.028283834
SK-BR-3,Panobinostat,-3.448830173,-3.679695606
SK-BR-3,PD-0325901,2.079441542,3.044160366
SK-BR-3,PD-0332991,2.079441542,4.08447361
SK-BR-3,PF2341066,2.079441542,3.488159895
SK-BR-3,PHA-665752,2.079441542,3.364688635
SK-BR-3,PLX4720,2.079441542,4.949192524
SK-BR-3,RAF265,1.085633318,4.086639404
SK-BR-3,Sorafenib,2.079441542,1.865663648
SK-BR-3,TAE684,2.079441542,2.589392185
SK-BR-3,TKI258,2.079441542,4.122252941
SK-BR-3,Topotecan,-2.766735899,0.57956785
SK-BR-3,ZD-6474,2.079441542,4.066083431
T24,17-AAG,-1.613694971,0.090641029
T24,AEW541,2.079441542,3.59099555
T24,AZD0530,1.458156866,1.144753456
T24,AZD6244,2.079441542,4.826264858
T24,Erlotinib,2.057727647,3.618387461
T24,Irinotecan,-2.737502375,2.478696585
T24,L-685458,2.079441542,3.080920458
T24,Lapatinib,2.079441542,4.319283962
T24,LBW242,2.079441542,4.782749653
T24,Nilotinib,2.079441542,4.109924316
T24,Nutlin-3,2.079441542,3.84346199
T24,Paclitaxel,-4.005280449,-2.949708223
T24,Panobinostat,-2.714966619,-2.727642298
T24,PD-0325901,2.079441542,2.503856421
T24,PD-0332991,2.079441542,4.22994566
T24,PF2341066,1.790278827,3.439937353
T24,PHA-665752,2.079441542,2.572598696
T24,PLX4720,1.464700913,3.894379377
T24,RAF265,-1.675418636,3.575614691
T24,Sorafenib,2.079441542,3.072789669
T24,TAE684,1.464117241,0.285781622
T24,TKI258,0.969605683,3.481867313
T24,Topotecan,-1.754055704,0.081276305
T24,ZD-6474,2.079441542,3.198145628
MCF7,17-AAG,-3.9759729,0.00741861
MCF7,AEW541,-0.333996086,3.678511858
MCF7,AZD0530,2.079441542,3.518704176
MCF7,AZD6244,2.079441542,3.344310522
MCF7,Erlotinib,2.079441542,3.93195653
MCF7,Irinotecan,-0.9110312,3.558028936
MCF7,L-685458,2.079441542,3.975126982
MCF7,Lapatinib,1.045631207,3.862519026
MCF7,LBW242,2.079441542,5.447534561
MCF7,Nilotinib,2.079441542,3.087367773
MCF7,Nutlin-3,2.079441542,4.511616707
MCF7,Paclitaxel,-5.991464547,-1.879269719
MCF7,PD-0325901,2.079441542,0.762936413
MCF7,PD-0332991,2.079441542,4.251746655
MCF7,PF2341066,-2.098896243,3.851995707
MCF7,PHA-665752,2.079441542,3.668505907
MCF7,PLX4720,2.079441542,4.761446476
MCF7,RAF265,0.928869689,4.174594402
MCF7,Sorafenib,2.079441542,2.274224758
MCF7,TAE684,-1.127340561,2.036894083
MCF7,TKI258,1.873677981,4.209888935
MCF7,Topotecan,-0.355825189,1.769406676
MCF7,ZD-6474,2.079441542,4.049818516
NCI-H1693,17-AAG,2.079441542,0.564273179
NCI-H1693,AEW541,2.079441542,3.608493805
NCI-H1693,AZD0530,2.079441542,2.204493761
NCI-H1693,AZD6244,2.079441542,4.194645405
NCI-H1693,Erlotinib,2.079441542,2.948398352
NCI-H1693,Irinotecan,-1.160322401,3.143698692
NCI-H1693,L-685458,2.079441542,3.52147913
NCI-H1693,Lapatinib,2.079441542,4.24492836
NCI-H1693,LBW242,2.079441542,5.066716194
NCI-H1693,Nilotinib,2.079441542,4.279329777
NCI-H1693,Nutlin-3,2.079441542,4.545588493
NCI-H1693,Paclitaxel,-3.000112191,-1.0496943
NCI-H1693,Panobinostat,-2.832069565,-2.017058611
NCI-H1693,PD-0325901,2.079441542,1.352023721
NCI-H1693,PD-0332991,2.079441542,4.040688038
NCI-H1693,PF2341066,2.079441542,3.66588378
NCI-H1693,PHA-665752,2.079441542,2.678687811
NCI-H1693,PLX4720,2.079441542,5.458414555
NCI-H1693,RAF265,1.809151666,3.593178988
NCI-H1693,Sorafenib,2.079441542,2.875402212
NCI-H1693,TAE684,1.766821331,0.986061633
NCI-H1693,TKI258,2.079441542,3.847205877
NCI-H1693,Topotecan,-1.087230945,0.811367095
NCI-H1693,ZD-6474,1.013893775,3.30189085
OPM-2,17-AAG,-0.405873931,-0.033739738
OPM-2,AEW541,2.079441542,2.003873348
OPM-2,AZD0530,2.079441542,2.842709064
OPM-2,AZD6244,2.079441542,3.651762009
OPM-2,Erlotinib,2.079441542,2.878121376
OPM-2,Irinotecan,-2.825126024,1.523420095
OPM-2,L-685458,2.079441542,1.85101831
OPM-2,Lapatinib,2.079441542,2.924100637
OPM-2,LBW242,2.079441542,4.2652421
OPM-2,Nilotinib,2.079441542,1.70415616
OPM-2,Nutlin-3,2.079441542,3.169469118
OPM-2,Paclitaxel,-1.393237855,-4.358393669
OPM-2,Panobinostat,-5.991464547,-3.895165682
OPM-2,PD-0325901,2.079441542,1.229961634
OPM-2,PD-0332991,2.079441542,1.685416102
OPM-2,PF2341066,2.079441542,1.166981101
OPM-2,PHA-665752,2.079441542,2.544254065
OPM-2,PLX4720,2.079441542,3.356609821
OPM-2,RAF265,2.079441542,3.044032097
OPM-2,Sorafenib,2.079441542,1.341046691
OPM-2,TAE684,2.079441542,0.636998236
OPM-2,TKI258,2.079441542,3.037570238
OPM-2,Topotecan,-1.804565307,-1.1897856
OPM-2,ZD-6474,2.079441542,2.928219557
PC-14,17-AAG,-2.291196174,-0.034804843
PC-14,AEW541,1.153302065,3.513298035
PC-14,AZD0530,-1.173886811,1.875863552
PC-14,AZD6244,2.079441542,3.178663015
PC-14,Erlotinib,-2.739253634,2.711523294
PC-14,L-685458,0.994983417,4.035197735
PC-14,Lapatinib,0.765309187,3.157876492
PC-14,LBW242,2.079441542,5.731712341
PC-14,Nutlin-3,2.079441542,4.61892271
PC-14,Paclitaxel,-5.508892729,-2.168360949
PC-14,Panobinostat,-2.550349669,-2.635040998
PC-14,PD-0325901,2.079441542,0.342017949
PC-14,PF2341066,2.079441542,3.432678461
PC-14,PHA-665752,2.079441542,3.043002129
PC-14,PLX4720,2.079441542,4.154980659
PC-14,Sorafenib,2.079441542,3.173375845
PC-14,TAE684,0.68647248,0.935323894
PC-14,TKI258,1.421826165,4.320255756
PC-14,Topotecan,-0.828845555,0.165141076
PC-14,ZD-6474,-1.487052378,2.941460133
NCI-H1650,17-AAG,-3.484746113,-0.197341502
NCI-H1650,AEW541,2.079441542,3.280816078
NCI-H1650,AZD0530,-0.704507198,1.343779922
NCI-H1650,AZD6244,2.079441542,4.302392483
NCI-H1650,Erlotinib,2.079441542,2.484097242
NCI-H1650,L-685458,2.013193784,3.385621309
NCI-H1650,Lapatinib,1.639472068,3.183749914
NCI-H1650,LBW242,2.079441542,5.213790417
NCI-H1650,Nilotinib,2.079441542,3.72687459
NCI-H1650,Nutlin-3,2.079441542,4.110790253
NCI-H1650,Paclitaxel,-4.615020845,-2.151971102
NCI-H1650,Panobinostat,-1.73241095,-2.227199793
NCI-H1650,PD-0325901,2.079441542,1.549814224
NCI-H1650,PD-0332991,2.079441542,4.222979069
NCI-H1650,PF2341066,2.079441542,3.098582745
NCI-H1650,PHA-665752,2.079441542,2.939523935
NCI-H1650,PLX4720,2.079441542,4.306900501
NCI-H1650,RAF265,0.480040669,3.939406633
NCI-H1650,Sorafenib,2.079441542,2.910461426
NCI-H1650,TAE684,2.079441542,0.519324481
NCI-H1650,TKI258,1.926184601,3.917513847
NCI-H1650,Topotecan,0.55867775,0.413423538
NCI-H1650,ZD-6474,-0.010983664,2.532881975
U-118 MG,17-AAG,-2.029815262,-0.582299352
U-118 MG,AEW541,2.079441542,3.649883986
U-118 MG,AZD0530,2.079441542,2.1644485
U-118 MG,AZD6244,2.079441542,4.633503437
U-118 MG,Erlotinib,2.079441542,4.247868061
U-118 MG,Irinotecan,-1.654495897,2.405643225
U-118 MG,L-685458,2.079441542,3.558705568
U-118 MG,Lapatinib,2.079441542,4.511706829
U-118 MG,LBW242,2.079441542,5.305731773
U-118 MG,Nilotinib,2.079441542,4.273966312
U-118 MG,Nutlin-3,2.079441542,4.155036449
U-118 MG,Paclitaxel,-4.909398801,-2.473483801
U-118 MG,Panobinostat,-2.880413106,-2.816969633
U-118 MG,PD-0325901,2.079441542,1.6912359
U-118 MG,PD-0332991,2.079441542,4.148719311
U-118 MG,PF2341066,2.079441542,3.503049612
U-118 MG,PHA-665752,2.079441542,2.821498871
U-118 MG,PLX4720,2.079441542,4.163145065
U-118 MG,RAF265,2.079441542,3.994637251
U-118 MG,Sorafenib,2.079441542,3.308328152
U-118 MG,TAE684,1.626645031,0.932154417
U-118 MG,TKI258,2.076883797,3.865295649
U-118 MG,Topotecan,-1.0907488,-0.001092069
U-118 MG,ZD-6474,2.079441542,3.922652483
Panc 02.03,17-AAG,-2.495461901,0.306578666
Panc 02.03,AEW541,0.960388635,3.642037153
Panc 02.03,AZD0530,0.941969841,1.557483792
Panc 02.03,AZD6244,-1.894431715,2.289160967
Panc 02.03,Erlotinib,1.439676647,2.972273827
Panc 02.03,Irinotecan,-0.825143382,2.963500738
Panc 02.03,L-685458,2.079441542,3.946348429
Panc 02.03,Lapatinib,1.648136132,3.37288785
Panc 02.03,LBW242,2.079441542,5.617274761
Panc 02.03,Nilotinib,2.079441542,4.379722595
Panc 02.03,Nutlin-3,2.079441542,4.563144207
Panc 02.03,Paclitaxel,-4.107190621,-1.227379322
Panc 02.03,Panobinostat,-2.994136507,-2.502774477
Panc 02.03,PD-0325901,-3.924354578,-0.432270974
Panc 02.03,PD-0332991,2.079441542,4.318952084
Panc 02.03,PF2341066,1.70667993,3.276525736
Panc 02.03,PHA-665752,2.079441542,3.41380167
Panc 02.03,PLX4720,2.079441542,5.334971905
Panc 02.03,RAF265,1.487482478,4.332446575
Panc 02.03,Sorafenib,1.741213242,3.698591471
Panc 02.03,TAE684,1.412977798,1.000561714
Panc 02.03,TKI258,2.079441542,4.447775841
Panc 02.03,Topotecan,0.166660066,-0.320148349
Panc 02.03,ZD-6474,0.763573382,2.694980383
Hs 895.T,17-AAG,-0.565160356,-0.73006624
Hs 895.T,AEW541,0.785641301,3.750904799
Hs 895.T,AZD0530,2.079441542,2.132809401
Hs 895.T,AZD6244,2.079441542,3.570021868
Hs 895.T,Erlotinib,2.079441542,3.793633223
Hs 895.T,L-685458,2.079441542,3.061993361
Hs 895.T,Lapatinib,2.079441542,4.083451271
Hs 895.T,LBW242,2.079441542,5.131403923
Hs 895.T,Nilotinib,1.551879167,3.897991896
Hs 895.T,Nutlin-3,2.079441542,3.342144012
Hs 895.T,Paclitaxel,2.079441542,-2.905317545
Hs 895.T,Panobinostat,-2.62778846,-1.920757413
Hs 895.T,PD-0325901,-0.332926569,1.299126983
Hs 895.T,PD-0332991,-0.806523808,3.368151903
Hs 895.T,PF2341066,1.39300746,3.215624571
Hs 895.T,PHA-665752,2.079441542,3.089088678
Hs 895.T,PLX4720,1.967646085,3.303475618
Hs 895.T,RAF265,-1.784149447,3.99175334
Hs 895.T,Sorafenib,2.079441542,3.131121635
Hs 895.T,TAE684,0.388960631,1.034294248
Hs 895.T,TKI258,0.546241793,3.900591612
Hs 895.T,Topotecan,1.506976598,0.507487059
Hs 895.T,ZD-6474,2.079441542,3.76614666
ACHN,17-AAG,-0.388223224,-0.654800773
ACHN,AEW541,2.037695847,3.339873075
ACHN,AZD0530,1.475438838,1.681076646
ACHN,AZD6244,2.079441542,3.624322176
ACHN,Erlotinib,1.608856002,3.604326487
ACHN,L-685458,2.079441542,2.455832958
ACHN,Lapatinib,2.079441542,4.128844261
ACHN,LBW242,2.079441542,5.187915325
ACHN,Nutlin-3,2.079441542,3.667719364
ACHN,Paclitaxel,-2.352182521,-2.859533548
ACHN,Panobinostat,-3.084940083,-2.158727407
ACHN,PD-0325901,2.079441542,1.045260668
ACHN,PF2341066,2.079441542,2.693083286
ACHN,PHA-665752,2.079441542,2.559653521
ACHN,PLX4720,2.079441542,3.669905186
ACHN,RAF265,-1.146819329,3.687855959
ACHN,Sorafenib,2.079441542,3.2336061
ACHN,TAE684,1.085341423,0.373658061
ACHN,TKI258,1.629210414,3.607574701
ACHN,Topotecan,-2.281871587,-1.085976481
ACHN,ZD-6474,0.664658727,3.492623091
TOV-112D,17-AAG,-0.959574436,0.226312459
TOV-112D,AEW541,2.079441542,1.786010861
TOV-112D,AZD0530,2.079441542,2.140093565
TOV-112D,AZD6244,2.079441542,3.886879444
TOV-112D,Erlotinib,2.079441542,3.276074886
TOV-112D,Irinotecan,-2.086254497,1.636468053
TOV-112D,L-685458,2.079441542,2.196663618
TOV-112D,Lapatinib,2.079441542,3.394927979
TOV-112D,LBW242,2.079441542,4.642252922
TOV-112D,Nilotinib,2.079441542,2.73353076
TOV-112D,Nutlin-3,2.079441542,3.330401659
TOV-112D,Paclitaxel,-5.249539774,-3.807577848
TOV-112D,Panobinostat,-2.800439639,-3.739603758
TOV-112D,PD-0325901,2.079441542,1.809633255
TOV-112D,PD-0332991,2.079441542,3.0480268
TOV-112D,PF2341066,2.079441542,1.154734015
TOV-112D,PHA-665752,2.079441542,2.716879845
TOV-112D,PLX4720,2.079441542,3.881629705
TOV-112D,RAF265,1.075033692,3.166593313
TOV-112D,Sorafenib,1.966739767,1.802595973
TOV-112D,TAE684,0.790226075,0.216278195
TOV-112D,TKI258,1.318748584,3.11418581
TOV-112D,Topotecan,-1.657952329,-0.845372736
TOV-112D,ZD-6474,1.865812734,3.276139021
TE 617.T,17-AAG,-3.363418708,0.287829697
TE 617.T,AEW541,1.969280764,3.00066185
TE 617.T,AZD0530,-0.985674112,2.015063047
TE 617.T,AZD6244,-0.076578562,4.416163921
TE 617.T,Erlotinib,0.416965208,3.347462177
TE 617.T,Irinotecan,-2.570058803,1.511424422
TE 617.T,L-685458,2.079441542,2.736264944
TE 617.T,Lapatinib,-1.414990184,3.481056452
TE 617.T,LBW242,2.079441542,4.985116482
TE 617.T,Nilotinib,0.857956172,3.44310689
TE 617.T,Nutlin-3,1.140782175,3.518301725
TE 617.T,Paclitaxel,-5.791304055,-3.518424749
TE 617.T,Panobinostat,-3.715987212,-2.868605852
TE 617.T,PD-0325901,0.004885047,2.416830778
TE 617.T,PD-0332991,0.012089785,3.462102652
TE 617.T,PF2341066,0.49898177,2.665407419
TE 617.T,PHA-665752,2.079441542,2.549042225
TE 617.T,PLX4720,2.079441542,3.949785709
TE 617.T,RAF265,-0.104506243,3.42150712
TE 617.T,Sorafenib,1.750875838,2.239385843
TE 617.T,TAE684,0.347391646,0.29422313
TE 617.T,TKI258,1.607903609,3.518473148
TE 617.T,Topotecan,-2.447917155,-0.819369853
TE 617.T,ZD-6474,-0.003640714,3.424834251
A-673,17-AAG,-1.618718282,0.448504269
A-673,AEW541,0.120159944,2.558340788
A-673,AZD0530,2.079441542,2.344868898
A-673,AZD6244,2.079441542,4.660582066
A-673,Erlotinib,2.079441542,3.597462893
A-673,L-685458,2.079441542,3.199271917
A-673,Lapatinib,2.079441542,3.904758453
A-673,LBW242,2.079441542,5.099956036
A-673,Nutlin-3,2.079441542,3.926738024
A-673,Paclitaxel,-5.991464547,-3.303184748
A-673,Panobinostat,-3.305965578,-2.891431093
A-673,PD-0325901,2.079441542,2.288544655
A-673,PD-0332991,2.079441542,3.447742224
A-673,PF2341066,0.819474874,2.762415886
A-673,PHA-665752,2.079441542,2.635059118
A-673,PLX4720,2.079441542,4.627058029
A-673,RAF265,-0.211101761,3.498445988
A-673,Sorafenib,2.079441542,2.442497969
A-673,TAE684,0.218229612,0.558172345
A-673,TKI258,2.079441542,3.601607084
A-673,Topotecan,-3.297624108,-0.620720148
A-673,ZD-6474,1.598148825,3.656473398
KARPAS-299,17-AAG,-1.563707692,-1.060869575
KARPAS-299,AEW541,2.079441542,1.368232012
KARPAS-299,AZD0530,2.079441542,2.001634598
KARPAS-299,AZD6244,2.079441542,3.028167486
KARPAS-299,Erlotinib,2.079441542,2.357435465
KARPAS-299,L-685458,2.079441542,1.16652
KARPAS-299,Lapatinib,2.079441542,2.496454477
KARPAS-299,LBW242,2.079441542,3.507303953
KARPAS-299,Nilotinib,2.079441542,1.219462037
KARPAS-299,Nutlin-3,2.079441542,2.180276155
KARPAS-299,Paclitaxel,-4.109909652,-4.695026875
KARPAS-299,Panobinostat,-2.776152633,-3.85999012
KARPAS-299,PD-0325901,-0.439086143,0.53369689
KARPAS-299,PD-0332991,1.99531267,0.923765719
KARPAS-299,PF2341066,0.886114323,0.425945759
KARPAS-299,PHA-665752,1.113776107,2.309592962
KARPAS-299,PLX4720,2.079441542,2.991097212
KARPAS-299,RAF265,1.490170777,2.36253953
KARPAS-299,Sorafenib,2.079441542,0.680547297
KARPAS-299,TAE684,-1.857778523,0.248727143
KARPAS-299,TKI258,2.079441542,2.202607393
KARPAS-299,Topotecan,-0.467520866,-2.015081882
KARPAS-299,ZD-6474,2.079441542,2.70820713
HT-1080,17-AAG,-2.175875194,-0.503113687
HT-1080,AEW541,1.96019564,3.535961628
HT-1080,AZD0530,2.079441542,1.978266358
HT-1080,AZD6244,-0.301951421,2.997452021
HT-1080,Erlotinib,2.079441542,3.700719118
HT-1080,L-685458,2.079441542,2.990351677
HT-1080,Lapatinib,2.079441542,4.030461311
HT-1080,LBW242,2.079441542,4.967998981
HT-1080,Nutlin-3,1.802860148,4.043261051
HT-1080,Paclitaxel,-5.232549476,-2.379552603
HT-1080,Panobinostat,-3.167079541,-2.599607468
HT-1080,PD-0325901,-0.807339085,0.13060075
HT-1080,PD-0332991,2.079441542,3.771592855
HT-1080,PF2341066,1.293002169,3.272844076
HT-1080,PHA-665752,2.079441542,2.538774967
HT-1080,PLX4720,2.079441542,3.590904951
HT-1080,RAF265,0.071893235,3.928226709
HT-1080,Sorafenib,2.079441542,2.811897039
HT-1080,TAE684,2.079441542,0.686552048
HT-1080,TKI258,2.079441542,3.935835361
HT-1080,Topotecan,-1.397508436,-0.69942522
HT-1080,ZD-6474,1.551648719,3.489627361
DOHH-2,17-AAG,-0.892366597,0.612658441
DOHH-2,AEW541,0.199396355,2.156587362
DOHH-2,AZD0530,2.079441542,1.966528535
DOHH-2,AZD6244,2.079441542,3.841088295
DOHH-2,Erlotinib,2.079441542,2.110732794
DOHH-2,Irinotecan,-2.358096788,0.631825328
DOHH-2,L-685458,-0.471772011,1.941138983
DOHH-2,Lapatinib,0.534516374,2.044129133
DOHH-2,LBW242,2.079441542,3.923274279
DOHH-2,Nilotinib,2.079441542,1.311277866
DOHH-2,Nutlin-3,0.953844483,2.71814847
DOHH-2,Paclitaxel,-5.974562593,-4.334789753
DOHH-2,Panobinostat,-4.243111729,-4.475979328
DOHH-2,PD-0325901,2.079441542,1.837141395
DOHH-2,PD-0332991,1.398280831,1.753648043
DOHH-2,PF2341066,2.079441542,1.001227856
DOHH-2,PHA-665752,0.97518207,2.544939518
DOHH-2,PLX4720,2.079441542,3.504369497
DOHH-2,RAF265,0.132901213,2.846986532
DOHH-2,Sorafenib,-2.709795844,1.204522014
DOHH-2,TAE684,-0.262949124,0.84327817
DOHH-2,TKI258,-0.173959085,2.880330801
DOHH-2,Topotecan,-1.349825469,-1.657887816
DOHH-2,ZD-6474,1.345329168,2.813098192
Panc 10.05,17-AAG,-2.442048974,-0.32945621
Panc 10.05,AEW541,1.755760876,3.680689096
Panc 10.05,AZD0530,1.014492862,2.140566826
Panc 10.05,AZD6244,2.079441542,4.093962193
Panc 10.05,Erlotinib,2.079441542,3.258839846
Panc 10.05,Irinotecan,-1.801078158,2.028365135
Panc 10.05,L-685458,2.079441542,3.152817965
Panc 10.05,Lapatinib,2.077897663,3.891529322
